cohort,consent,age,gender,country_of_birth,country_of_birth_5_TEXT,hours_work,social_media_use,rent,friends_count,stress,highest_speed,relationship_status,dates,standard_drinks,countries,drug_use_q,drug_use_ans,student_type,mainstream_advanced,semesters,commute,data_interest,mark_goal,hours_studying,lecture_mode,study_type,learner_style
2025S2,I consent to take part in the study,20,Female,Australia,,0,0.75,0,0,2,130,Single,0,0,1,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,3,120,7,85,6,Lecture Slides,It changes depending on the subject,Style 1
2025S2,I consent to take part in the study,18,Female,Other Please Specify,iraq,18,12.75,0,10,5,120,Single,0,0,4,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,1,120,1,85,3,Recording,It changes depending on the subject,Style 2
2025S2,I consent to take part in the study,22,Male,Other Please Specify,Malaysia,0,3.27,750,6,3,190,Single,0,0,14,Have you ever gotten high off recreational drugs?,No,International,DATA1001,7,40,8,95,15,Live in the Lecture Theatre,It changes depending on the subject,Style 1
2025S2,I consent to take part in the study,20,Female,Other Please Specify,Malaysia,0,5.25,550,20,10,140,In a relationship,30,0,25,Have you ever used recreational drugs?,Prefer not to say,International,DATA1001,1,30,3,80,4,Recording,It changes depending on the subject,Style 2
2025S2,I consent to take part in the study,18,Female,Other Please Specify,Indonesia ,0,4,0,5,9,120,In a relationship,5,0,5,Have you ever gotten high off recreational drugs?,No,International,DATA1001,0,23,4,85,2,Lecture Slides,I leave things to the last minute,Style 2
2025S2,I consent to take part in the study,18,Female,Australia,,0,1.5,50,40,6,160,Its complicated,10,0,1,Have you ever used recreational drugs?,Yes,Domestic,DATA1001,1,0,4,65,4,Recording,I work steadily all semester,Style 2
2025S2,I DO NOT consent to take part in the study,,,,,,,,,,,,,,,,,,,,,,,,,,
2025S2,I consent to take part in the study,19,Male,Australia,,0,0,0,0,2,110,Single,0,0,3,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,2,60,7,60,2,Recording,It changes depending on the subject,Style 1
2025S2,I consent to take part in the study,20,Female,Australia,,45,6.21,0,2,7,120,Single,2,0,1,Have you ever gotten high off recreational drugs?,Yes,Domestic,DATA1001,4,50,2,100,10,Recording,It changes depending on the subject,Style 3
2025S2,I consent to take part in the study,18,Female,Other Please Specify,Vietnam,0,6.31,380,4,3,80,Single,0,0,6,Have you ever gotten high off recreational drugs?,No,International,DATA1001,1,20,0,60,1,Recording,It changes depending on the subject,Style 2
2025S2,I consent to take part in the study,21,Female,India,,14,3,250,1,6,160,In a relationship,3,0,4,Have you ever used recreational drugs?,No,International,DATA1001,5,30,7,80,2,Live in the Lecture Theatre,I work steadily all semester,Style 1
2025S2,I consent to take part in the study,18,Female,China,,0,5,400,5,6,0,In a relationship,0,0,8,Have you ever used recreational drugs?,No,International,DATA1001,0,20,4,100,5,Live in the Lecture Theatre,I work steadily all semester,Style 3
2025S2,I DO NOT consent to take part in the study,,,,,,,,,,,,,,,,,,,,,,,,,,
2025S2,I DO NOT consent to take part in the study,,,,,,,,,,,,,,,,,,,,,,,,,,
2025S2,I consent to take part in the study,22,Female,Other Please Specify,Bangladesh ,0,6,510,2,10,200,In a relationship,10,3,10,Have you ever used recreational drugs?,Yes,International,DATA1001,1,5,8,90,5,Recording,It changes depending on the subject,Style 1
2025S2,I consent to take part in the study,19,Female,Other Please Specify,Thailand,20,6,592,15,7,210,Single,6,2,4,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,1,45,6,85,2,Live in the Lecture Theatre,It changes depending on the subject,Style 1
2025S2,I consent to take part in the study,22,Male,China,,10,6.25,0,100,8,130,Single,0,0,7,Have you ever gotten high off recreational drugs?,No,International,DATA1001,3,45,7,85,12,Lecture Slides,It changes depending on the subject,Style 3
2025S2,I consent to take part in the study,18,Female,Australia,,0,6.97,0,10,2,180,Its complicated,3,6,3,Have you ever used recreational drugs?,No,Domestic,DATA1001,1,75,5,85,2,Recording,It changes depending on the subject,Style 1
2025S2,I consent to take part in the study,19,Female,Australia,,24,9,0,2,10,290,In a relationship,0,0,5,Have you ever gotten high off recreational drugs?,Yes,Domestic,DATA1001,1,60,0,50,2,Live Stream from Lecture Theatre,I leave things to the last minute,Style 2
2025S2,I consent to take part in the study,17,Female,India,,0,7,769,20,1,50,Single,0,0,4,Have you ever used recreational drugs?,No,International,DATA1001,0,30,8,80,5,Other,It changes depending on the subject,Style 1
2025S2,I consent to take part in the study,50,Female,Other Please Specify,Malaysia,40,2,2500,0,6,240,Married,0,10,57,Have you ever used recreational drugs?,Yes,Domestic,DATA1001,7,20,6,55,1,Recording,I work steadily all semester,Style 1
2025S2,I consent to take part in the study,20,Male,China,,0,6,450,2,5,0,Single,0,10,2,Have you ever used recreational drugs?,No,International,DATA1001,0,30,5,100,24,Recording,I work steadily all semester,Style 1
2025S2,I consent to take part in the study,19,Male,China,,0,7.75,450,5,3,120,In a relationship,5,7,10,Have you ever gotten high off recreational drugs?,No,International,DATA1001,1,30,5,80,10,Live Stream from Lecture Theatre,I leave things to the last minute,Style 3
2025S2,I consent to take part in the study,18,Female,China,,0,2,750,20,6,140,Single,2,0,6,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,1,5,6,100,4,Recording,I work steadily all semester,Style 3
2025S2,I consent to take part in the study,19,Female,China,,0,6,450,3,9,120,Single,0,7,6,Have you ever gotten high off recreational drugs?,No,International,DATA1001,1,15,2,80,10,Live in the Lecture Theatre,I leave things to the last minute,Style 1
2025S2,I consent to take part in the study,20,Male,China,,10,6,719,6,6,0,Single,2,1,10,Have you ever used recreational drugs?,No,International,DATA1001,0,10,6,99,7,Live Stream from Lecture Theatre,It changes depending on the subject,Style 2
2025S2,I consent to take part in the study,20,Female,USA,,0,13.43,0,10,9,152,In a relationship,30,10,4,Have you ever used recreational drugs?,Yes,International,DATA1001,4,20,2,100,1,Live in the Lecture Theatre,I work steadily all semester,Style 2
2025S2,I consent to take part in the study,29,Female,Australia,,0,5,0,0,4,120,Married,0,0,6,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,5,150,4,70,8,Recording,It changes depending on the subject,Style 3
2025S2,I consent to take part in the study,19,Male,China,,14,7,500,2,5,150,Single,0,7,2,Have you ever used recreational drugs?,No,International,DATA1001,1,70,5,80,7,Live in the Lecture Theatre,It changes depending on the subject,Style 2
2025S2,I consent to take part in the study,19,Male,Australia,,16,1.5,113.04,50,2,164,Single,8,0,15,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,1,40,6,100,4,Live Stream from Lecture Theatre,I work steadily all semester,Style 1
2025S2,I consent to take part in the study,20,Male,China,,0,8,855,4,2,0,Single,0,0,7,Have you ever used recreational drugs?,No,International,DATA1001,0,20,7,10,3,Live in the Lecture Theatre,I work steadily all semester,Style 1
2025S2,I consent to take part in the study,19,Female,Australia,,15,9.5,0,5,8,80,In a relationship,3,0,7,Have you ever used recreational drugs?,Yes,Domestic,DATA1001,6,70,1,85,3,Recording,I leave things to the last minute,Style 2
2025S2,I consent to take part in the study,19,Male,China,,0,8,650,3,0,200,Single,1,3,5,Have you ever gotten high off recreational drugs?,No,International,DATA1001,1,20,1,75,3,Live in the Lecture Theatre,I leave things to the last minute,Style 2
2025S2,I consent to take part in the study,19,Male,China,,12,8,800,25,5,0,In a relationship,10,8,8,Have you ever gotten high off recreational drugs?,No,International,DATA1001,0,20,7,75,3,Live Stream from Lecture Theatre,I work steadily all semester,Style 2
2025S2,I consent to take part in the study,18,Female,Other Please Specify,South Korea,0,6.25,549,3,8,100,Single,0,3,4,Have you ever used recreational drugs?,No,Domestic,DATA1001,1,20,2,80,3,Recording,It changes depending on the subject,Style 2
2025S2,I consent to take part in the study,18,Male,India,,0,6.00,0,3,7,180,Single,0,0,5,Have you ever used recreational drugs?,No,International,DATA1001,0,5,3,90,6,Live Stream from Lecture Theatre,It changes depending on the subject,Style 2
2025S2,I consent to take part in the study,20,Male,China,,0,5,809,1,6,0,Single,3,7,0,Have you ever gotten high off recreational drugs?,No,International,DATA1001,0,15,6,85,3,Recording,It changes depending on the subject,Style 2
2025S2,I consent to take part in the study,18,Male,China,,10,10,600,0,5,300,Single,0,3,7,Have you ever gotten high off recreational drugs?,No,International,DATA1001,0,15,5,100,2,Live in the Lecture Theatre,I leave things to the last minute,Style 1
2025S2,I consent to take part in the study,21,Male,Australia,,13,4.5,0,1,3,120,Its complicated,0,0,1,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,5,30,8,80,6,Live in the Lecture Theatre,It changes depending on the subject,Style 1
2025S2,I consent to take part in the study,18,Male,India,,15,3.20,400,15,7,220,In a relationship,25,10,16,Have you ever used recreational drugs?,No,International,DATA1001,1,58,6,100,4,Recording,It changes depending on the subject,Style 3
2025S2,I consent to take part in the study,27,Male,Australia,,20,0.5,0,0,5,250,In a relationship,0,16,10,Have you ever used recreational drugs?,Yes,Domestic,DATA1001,3,15,5,61,4,Recording,I leave things to the last minute,Style 2
2025S2,I consent to take part in the study,19,Female,Other Please Specify,Philippines,0,3.25,450,20,6,110,Single,3,0,5,Have you ever gotten high off recreational drugs?,No,Domestic,DATA1001,1,10,1,75,3,Live in the Lecture Theatre,It changes depending on the subject,Style 2
2025S2,I consent to take part in the study,20,Female,China,,24,10,500,5,5,0,In a relationship,100,0,10,Have you ever gotten high off recreational drugs?,No,International,DATA1001,2,40,7,100,50,Live in the Lecture Theatre,It changes depending on the subject,Style 2
2025S2,I consent to take part in the study,18,Female,Australia,,0,7,0,11,7,120,Single,0,0,4,Have you ever used recreational drugs?,No,Domestic,DATA1001,1,45,6,75,5,Recording,I leave things to the last minute,Style 2
2025S2,I consent to take part in the study,19,Female,Other Please Specify,South Africa,0,12.59,0,15,6,100,In a relationship,2,5,12,Have you ever gotten high off recreational drugs?,No,International,DATA1001,0,5,7,85,2,Live in the Lecture Theatre,I work steadily all semester,Style 3
2025S2,I consent to take part in the study,18,Female,Other Please Specify,Dubai ,20,9,600,9,7,105,Single,0,0,3,Have you ever used recreational drugs?,No,International,DATA1001,1,40,0,70,6,Live in the Lecture Theatre,It changes depending on the subject,Style 2
2025S2,I consent to take part in the study,19,Male,China,,15,2,859,5,5,150,Single,0,0,8,Have you ever used recreational drugs?,No,International,DATA1001,0,20,9,90,20,Live Stream from Lecture Theatre,I work steadily all semester,Style 1
2025S2,I consent to take part in the study,22,Female,China,,0,6.30,870,2,6,0,Single,0,3,4,Have you ever gotten high off recreational drugs?,No,International,DATA1001,3,50,1,65,2,Recording,I leave things to the last minute,Style 2
2025S2,I consent to take part in the study,19,Male,China,,12,3,2,8,2,140,In a relationship,1,5,2,Have you ever used recreational drugs?,No,International,DATA1001,0,30,9,75,4,Live in the Lecture Theatre,It changes depending on the subject,Style 3
2025S2,I consent to take part in the study,17,Male,China,,0,10,0,5,1,120,Single,0,7,4,Have you ever used recreational drugs?,No,Domestic,DATA1001,0,35,6,100,5,Live in the Lecture Theatre,I work steadily all semester,Style 3
2025S2,I consent to take part in the study,17,Male,Other Please Specify,Viet Nam ,5,7.25,0,3,0,50,Single,0,2,15,Have you ever gotten high off recreational drugs?,No,International,DATA1001,0,15,9,20,2,Live in the Lecture Theatre,I work steadily all semester,Style 1
2025S2,I consent to take part in the study,21,Female,China,,0,6,417.5,6,4,160,Single,0,0,11,Have you ever used recreational drugs?,No,International,DATA1001,1,15,6,100,2,Recording,I leave things to the last minute,Style 1
2025S2,I consent to take part in the study,19,Female,China,,0,3,600,5,8,120,Single,0,3,2,Have you ever gotten high off recreational drugs?,No,International,DATA1001,1,40,5,85,5,Recording,I work steadily all semester,Style 3
2025S2,I consent to take part in the study,20,Male,China,,0,2,800,10,3,300,Single,0,0,5,Have you ever gotten high off recreational drugs?,No,International,DATA1001,0,10,8,100,6,Live in the Lecture Theatre,I work steadily all semester,Style 3
2025S2,I consent to take part in the study,19,Male,China,,10,5,920,6,6,120,Single,0,0,3,Have you ever gotten high off recreational drugs?,No,International,DATA1001,1,5,5,75,3,Live in the Lecture Theatre,I work steadily all semester,Style 3
2025S2,I consent to take part in the study,18,Female,China,,25,13,500,8,3,120,Single,0,0,2,Have you ever used recreational drugs?,No,International,DATA1001,1,35,4,80,3,Recording,It changes depending on the subject,Style 3
2025S2,I consent to take part in the study,19,Male,Other Please Specify,Indonesia,0,8,550,12,5,120,Single,2,8,12,Have you ever gotten high off recreational drugs?,No,International,DATA1001,0,20,7,80,20,Live Stream from Lecture Theatre,It changes depending on the subject,Style 1
2025S2,I consent to take part in the study,19,Female,China,,50,4.5,500,15,5,120,In a relationship,5,0,4,Have you ever used recreational drugs?,No,International,DATA1001,0,20,6,90,3,Recording,I leave things to the last minute,Style 2
2025S2,I consent to take part in the study,21,Female,China,,6,12,600,10,5,110,In a relationship,10,3,5,Have you ever gotten high off recreational drugs?,No,International,DATA1001,1,40,7,60,2,Recording,It changes depending on the subject,Style 1
2025S2,I consent to take part in the study,18,Female,China,,35,60.75,0,2,2,0,Single,20,3,20,Have you ever used recreational drugs?,No,International,DATA1001,0,15,8,75,7,Lecture Slides,I work steadily all semester,Style 3
2025S2,I consent to take part in the study,19,Female,Australia,,12,2.0,0,10,3,120,In a relationship,50,40,10,Have you ever used recreational drugs?,Yes,Domestic,DATA1001,1,25,2,85,3,Live in the Lecture Theatre,I work steadily all semester,Style 1
2025S2,I consent to take part in the study,18,Male,India,,0,2,480,0,8,180,Single,0,0,1,Have you ever gotten high off recreational drugs?,No,International,DATA1001,0,20,8,80,6,Recording,It changes depending on the subject,Style 1
2025S2,I consent to take part in the study,20,Female,China,,38,6,400,3,6,130,In a relationship,10,4,13,Have you ever gotten high off recreational drugs?,Prefer not to say,International,DATA1001,5,30,8,80,8,Recording,It changes depending on the subject,Style 2
2025S2,I consent to take part in the study,22,Female,China,,10,10,400,5,3,200,Single,2,5,5,Have you ever used recreational drugs?,No,International,DATA1001,0,10,6,90,2,Recording,It changes depending on the subject,Style 1
2025S2,I consent to take part in the study,20,Female,Other Please Specify,Mongolia,0,8.58,550,4,7,70,Single,0,0,4,Have you ever used recreational drugs?,No,International,DATA1001,4,20,4,76,5,Recording,I leave things to the last minute,Style 2
